"","iso3c","date","value","indicatorID","indicator","iso2c","country","economy","oecs","caricom","lat","long","income","region"
"594","BLZ","2012",-2.17434630332884,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"595","BLZ","2011",-1.36561255062677,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"596","BLZ","2010",-3.32098918371148,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"597","BLZ","2009",-6.28852413940731,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"598","BLZ","2008",-10.7209268076032,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"599","BLZ","2007",-4.0964137272915,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"600","BLZ","2006",-2.09758968700349,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"601","BLZ","2005",-13.7218057755092,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"602","BLZ","2004",-14.7356970553317,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"603","BLZ","2003",-18.7378223755694,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"604","BLZ","2002",-17.8718908940472,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"605","BLZ","2001",-21.9226417646956,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","BZ","Belize","Service Based","Non-OECS Member State","CARICOM Member State","17.2534","-88.7713","Upper middle income","Latin America & Caribbean "
"606","DMA","2018",-40.8601067434103,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"607","DMA","2017",-12.7664684682887,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"608","DMA","2016",-8.84445053428636,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"609","DMA","2015",-7.57461156418516,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"610","DMA","2014",-6.96298042223757,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"611","DMA","2013",-14.4791679054556,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"612","DMA","2012",-18.9517923471449,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"613","DMA","2011",-13.553487289044,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"614","DMA","2010",-16.2374376935942,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"615","DMA","2009",-22.7121045070253,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"616","DMA","2008",-28.3474698966587,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"617","DMA","2007",-20.634660197793,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"618","DMA","2006",-12.774257043488,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"619","DMA","2005",-20.8867689074618,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"620","DMA","2004",-16.0284608733822,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"621","DMA","2003",-15.4893058743468,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"622","DMA","2002",-14.2123302213028,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"623","DMA","2001",-15.3255057379879,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","DM","Dominica","Service Based","OECS Member State","CARICOM Member State","15.2976","-61.39","Upper middle income","Latin America & Caribbean "
"624","GRD","2018",-9.95363267697973,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"625","GRD","2017",-11.976323750174,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"626","GRD","2016",-10.9736856484773,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"627","GRD","2015",-12.2363387494649,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"628","GRD","2014",-11.556990047973,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"629","GRD","2013",-25.258243829663,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"630","GRD","2012",-24.153906355014,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"631","GRD","2011",-26.5853508253301,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"632","GRD","2010",-26.4460372925325,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"633","GRD","2009",-25.5632605246528,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"634","GRD","2008",-30.502989302936,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"635","GRD","2007",-31.8585253687711,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"636","GRD","2006",-32.4462323663427,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"637","GRD","2005",-27.7927708966999,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"638","GRD","2004",-10.9666074273801,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"639","GRD","2003",-24.6925391870668,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"640","GRD","2002",-23.2352735745057,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"641","GRD","2001",-19.7664312101494,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GD","Grenada","Service Based","OECS Member State","CARICOM Member State","12.0653","-61.7449","Upper middle income","Latin America & Caribbean "
"642","GUY","2018",-27.6313064665051,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"643","GUY","2017",-10.9876219721333,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"644","GUY","2016",-1.42646479682646,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"645","GUY","2015",-1.21425030116288,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"646","GUY","2014",-12.5155115148671,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"647","GUY","2013",-15.2636548045523,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"648","GUY","2012",-12.8136347833331,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"649","GUY","2011",-14.4520588471463,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"650","GUY","2010",-10.837213807122,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"651","GUY","2009",-11.1864995375132,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"652","GUY","2008",-16.7639272577629,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"653","GUY","2007",-9.5206793379815,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"654","GUY","2006",-12.3857890107604,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"655","GUY","2005",-11.6705382324577,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"656","GUY","2004",-2.52795588989275,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"657","GUY","2003",-6.00217415870724,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"658","GUY","2002",-8.57971395005412,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"659","GUY","2001",-12.7638498453567,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","GY","Guyana","Commodity Based","Non-OECS Member State","CARICOM Member State","6.80461","-58.1548","Upper middle income","Latin America & Caribbean "
"660","HTI","2018",-3.5511033055801,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"661","HTI","2017",-3.15135492247519,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"662","HTI","2016",-0.909077129735377,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"663","HTI","2015",-3.10357203252875,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"664","HTI","2014",-8.5540099945207,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"665","HTI","2013",-6.6096965582232,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"666","HTI","2012",-5.46404139779658,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"667","HTI","2011",-4.30532269244939,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"668","HTI","2010",-1.53754081756354,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"669","HTI","2009",-1.85561400613081,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"670","HTI","2008",-3.12764186608017,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"671","HTI","2007",-1.45740450020444,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"672","HTI","2006",-1.78774919569033,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"673","HTI","2005",0.163513096676288,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"674","HTI","2004",-1.76328242786013,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"675","HTI","2003",-1.51268139748493,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"676","HTI","2002",-2.56178232547752,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"677","HTI","2001",-3.66751259043174,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","HT","Haiti","Service Based","Non-OECS Member State","CARICOM Member State","18.5392","-72.3288","Low income","Latin America & Caribbean "
"678","JAM","2018",-1.83006872684369,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"679","JAM","2017",-2.60436646249385,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"680","JAM","2016",-0.308776327849508,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"681","JAM","2015",-3.03150657129059,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"682","JAM","2014",-8.01820247482911,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"683","JAM","2013",-9.51331634953399,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"684","JAM","2012",-9.72634680855451,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"685","JAM","2011",-14.2834153903608,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"686","JAM","2010",-7.06479572312528,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"687","JAM","2009",-9.34331314708253,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"688","JAM","2008",-20.4178775252631,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"689","JAM","2007",-15.8884483374128,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"690","JAM","2006",-9.93838887092377,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"691","JAM","2005",-9.56160199950225,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"692","JAM","2004",-4.9410114164216,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"693","JAM","2003",-8.22767889590869,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"694","JAM","2002",-11.0791849836895,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"695","JAM","2001",-8.26758156922182,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","JM","Jamaica","Commodity Based","Non-OECS Member State","CARICOM Member State","17.9927","-76.792","Upper middle income","Latin America & Caribbean "
"696","KNA","2018",-7.15918305088609,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"697","KNA","2017",-11.0115452068152,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"698","KNA","2016",-12.7308170977162,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"699","KNA","2015",-8.65722421308126,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"700","KNA","2014",0.0989366348642909,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"701","KNA","2013",-7.4667214141432,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"702","KNA","2012",-10.5878061115893,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"703","KNA","2011",-12.4973712839001,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"704","KNA","2010",-18.230098758575,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"705","KNA","2009",-24.0841788908589,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"706","KNA","2008",-27.0664759012385,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"707","KNA","2007",-16.3988314786655,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"708","KNA","2006",-13.2072509655616,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"709","KNA","2005",-11.2025105240906,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"710","KNA","2004",-12.9200827837441,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"711","KNA","2003",-23.8085990989136,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"712","KNA","2002",-25.0533919615363,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"713","KNA","2001",-22.5912169725495,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","KN","St. Kitts and Nevis","Service Based","OECS Member State","CARICOM Member State","17.3","-62.7309","High income","Latin America & Caribbean "
"714","LCA","2018",4.97823891129984,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","LC","St. Lucia","Service Based","OECS Member State","CARICOM Member State","14","-60.9832","Upper middle income","Latin America & Caribbean "
"715","LCA","2017",1.3632292073035,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","LC","St. Lucia","Service Based","OECS Member State","CARICOM Member State","14","-60.9832","Upper middle income","Latin America & Caribbean "
"716","LCA","2016",-4.15496755968009,"BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)","LC","St. Lucia","Service Based","OECS Member State","CARICOM Member State","14","-60.9832","Upper middle income","Latin America & Caribbean "
